File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2017-P-6745-0010_Response_Letter_from_FDA_CDER_to_Foley_Hoag_LLP.pdf,2/1/2019,,Center for Drug Evaluation and Research (CDER),Denied,"- 42 U.S.C. § 262(a)(2)(C)(i) (PHSA)
- 21 CFR 601.2(a)
- 21 CFR §§ 20.61, 601.51 (trade secrets and biological product file disclosure)
- 21 CFR part 20 (FOIA regulations)
- 21 CFR part 310
- 21 CFR 10.30(k) (limitations on citizen petitions)
- 56 FR 46191 (Application Integrity Policy)","- The petitioner requested that FDA: (1) refrain from approving Evolus’s BLA for DWP-450 until the strain source was clarified; (2) apply the Application Integrity Policy (AIP); (3) require SNP (single nucleotide polymorphism) analysis for strain identity; and (4) disclose the strain source to the public.
- FDA approved the BLA for DWP-450 on the same day as the letter and found the data on strain source and identity sufficient.
- FDA did not find any evidence of “wrongful acts” to invoke the AIP. The allegations of inconsistency did not meet the criteria for invoking AIP.
- The agency did not agree that SNP analysis is required to meet identity and safety standards; existing manufacturing controls suffice.
- Disclosure of strain identity was denied under FOIA exemptions protecting trade secrets and confidential commercial information.
- FDA concluded that the petitioner’s concerns did not raise valid questions requiring alteration of its regulatory processes or decisions",FALSE,
FDA-2017-P-6750-0008_Petition_Denial_Letter_From_FDA_CDER_to_Mylan_N_V.pdf,5/6/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(q) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. § 355(q))
- Section 505(b)(2) and 505(j) of the FD&C Act (21 U.S.C. § 355(b)(2), (j))
- 21 CFR Part 314 (§§ 314.105, 314.110, 314.125, 314.127, 314.200)
- Section 505(c)(1)(B) and (d) of the FD&C Act","- FDA denied the petition without commenting on specific ANDA approvals due to the constraints of Section 505(q), which requires action within 150 days.
- FDA stated it had not made a final decision on the approvability of any ANDA referencing Advair Diskus and emphasized the importance of preserving the review process for individual applications.
- The agency affirmed that it is not required to make final judgments on specific aspects of pending ANDAs outside the regulatory review framework.
- FDA stressed that the approval process includes procedures to notify applicants of deficiencies and allow hearings before final decisions.
- FDA declined to confirm or deny whether multiple-batch pharmacokinetic bioequivalence study designs are acceptable, as such determinations depend on the specifics of each application. The agency maintained its discretion in evaluating ANDAs case by case
",FALSE,
FDA-2017-P-6751-0012_180_Day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,6/7/2018,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Interim Response,"Title 21 Code of Federal Regulations § 10.30(e)(2)
",The FDA stated it could not reach a decision within 180 days of the petition’s receipt or by the date of the letter due to other competing agency priorities. The agency will continue reviewing the petition and consider issuing guidance as warranted within the context of other program priorities,FALSE,
FDA-2017-P-6758-0003_Interim_Response_from_FDA_CDER_to_Public_Citizen.pdf,6/4/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2)
","The petition raises complex issues that require extensive review and analysis by agency officials. Therefore, a final decision has not yet been reached.

",FALSE,
FDA-2017-P-6758-0004_Partial_Approval_and_Partial_Denial_of_Petition_fo.pdf,7/23/2018,,Center for Drug Evaluation and Research (CDER),Partially Approved / Partially Denied,"- Section 503A of the FD&C Act (21 U.S.C. § 353a)
- Section 505 (21 U.S.C. § 355)
- Section 502(f)(1) (21 U.S.C. § 352(f)(1))
- Section 501(a)(2)(B) (21 U.S.C. § 351(a)(2)(B))
","- The FDA concluded that cesium chloride presents significant safety risks, including QT prolongation, cardiac arrhythmias, hypokalemia, seizures, and deaths.
- It cited evaluations from a 2016 PCAC meeting, additional FAERS and CAERS adverse event data, and three more published case reports through June 2018.
- The FDA determined it appropriate to move cesium chloride from Category 1 to Category 2 as an interim measure to protect public health.
- Rulemaking to determine final inclusion on the 503A bulks list is still ongoing and requires public notice and comment",FALSE,
FDA-2017-P-6777-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,6/1/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,21 CFR 10.30(e)(2),"The FDA has not reached a decision due to the need to address other agency priorities. The response was issued to comply with FDA regulations on citizen petitions, assuring the petitioner that a full response would be provided as soon as feasible given resource demands
",FALSE,
FDA-2017-P-6805-0003_Interim_Response_Letter_from_FDA_CDER_to_Bracco_Di.pdf,5/31/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2)
","The FDA stated that the petition raises complex issues requiring extensive review and analysis by agency officials. As such, they were unable to make a final decision at the time and issued this interim response per regulatory requirements
",FALSE,
FDA-2017-P-6809-0003_Interim_Response_Letter_from_FDA_CDER_to_Freyr_Inc.pdf,6/5/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2)
","The FDA cited the need to address other agency priorities as the reason for the delay. It stated that the petition raises issues requiring further attention and that a final response will follow once resources allow
",FALSE,
FDA-2017-P-6809-0004_Final_Response_Letter_from_FDA_CDER_to_Freyr_Inc__.pdf,9/15/2020,,Center for Drug Evaluation and Research (CDER),Dismissed (moot),Not mentioned.,"The FDA updated the Orange Book to designate tigecycline intravenous powder 50 mg/vial (NDA 205645, Fresenius Kabi) as a reference listed drug (RLD), which fulfilled the request made in the petition. Therefore, the petition was dismissed as moot
",FALSE,
FDA-2017-P-6851-0009_Letter_from_FDA_CDER_to_Sascha_Haverfield.pdf,5/17/2018,,Center for Drug Evaluation and Research (CDER),Partially Approved / Partially Denied,"- FD&C Act, Section 505(j) (21 U.S.C. 355(j))
- Section 505(b)(2)
- 21 CFR 314.3
- 21 CFR 314.94
- 21 CFR 314.127
- 21 CFR 320.1
- 21 CFR 320.23
- 21 CFR 320.24","The FDA agreed that certain partial AUC metrics (AUCo–5, AUC5–12, and AUC12–16) are appropriate to assess bioequivalence for Mydayis due to its extended release profile and clinical relevance up to 16 hours. However, the agency found no scientific justification for requiring specific concentration (C12, C16, C24) or AUC16–24 metrics, due to variability, lack of clear clinical correlation, and absence of identified concentration thresholds for insomnia or efficacy. The petition’s request to force non-bioequivalent products into the 505(b)(2) pathway was denied, as such a decision would follow regulatory review based on submitted data
",FALSE,
FDA-2017-P-6918-0022_Response_Letter_from_FDA_CDER_to_St__Jude_Children.pdf,8/11/2023,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 CFR 201.57(c)(5)
- 21 CFR 201.56(a)(1)
- 21 CFR 1306.11(d) (regarding emergency oral prescriptions of Schedule II drugs)","- Lack of FDA-approved CYP2D6 tests: No FDA-cleared/authorized genetic tests are validated for use in making codeine prescribing decisions.
- Testing limitations and variability: CYP2D6 tests vary in accuracy, allele detection, and phenotypic interpretation.
- Overlap in metabolizer status: Normal/intermediate metabolizers may exhibit metabolizer activity similar to ultra-rapid metabolizers, posing risk of toxicity.
- Risk of prescriber misinterpretation: The proposed change may inadvertently lead to increased codeine prescribing even without genetic testing.
- Wider systemic risks: Not all healthcare settings can support the integrated, expert-guided use of genetic testing, as demonstrated in the cited St. Jude study.
- Continued public health concern: Codeine-related adverse events in children—including potentially fatal respiratory depression—remain a critical safety concern.
- Lack of compelling new clinical evidence: No new data presented sufficiently alters FDA’s prior assessment of risk-benefit in this population.
- Alternative opioids also carry risks, but this alone does not justify weakening existing contraindications without evidence of superior safety for genotype-directed codeine use
",FALSE,
FDA-2017-P-6922-0009_Petition_Denial_Letter_from_FDA_CDER.pdf,5/17/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- Section 505(j)(8)(B)(i) and 505(j)(8)(C)
- 21 CFR 314.3(b)
- 21 CFR 314.94(a)
- 21 CFR 320.24(b)
- 21 CFR 10.115","- The FDA found that clinical endpoint bioequivalence studies may still be valid for certain locally-acting drugs, including sucralfate, despite being less precise.
- Although in vitro testing is preferred in some cases, the FDA allows ANDA applicants to propose alternative scientifically supported methods.
- The FDA emphasized that guidance documents are non-binding and describe current thinking, not mandatory rules.
- The agency disagreed with Haynes and Boone's claim that ANDAs using clinical endpoint studies based on withdrawn draft guidance should be rejected.
- Regarding Vertice’s petition, FDA stated it will evaluate sucralfate bioequivalence methods during the draft guidance finalization process, and applicants may propose alternatives in their ANDA submissions.",FALSE,
FDA-2017-P-6923-0003_Petition_Denial_Letter_from_FDA_CDER_to_Zydus_Nove.pdf,5/15/2018,,Center for Drug Evaluation and Research (CDER),Denied,"- 21 U.S.C. § 355(b)(2) (FD&C Act section 505(b)(2))
- 21 U.S.C. § 355(j) (FD&C Act section 505(j))
- 21 CFR § 314.3
- 21 CFR § 314.94
- 21 CFR § 314.127
- 21 CFR § 320.24
- 21 CFR § 320.25(a)
- Section 505(j)(7)(A)(i)(III) of the FD&C Act","- Scientific and Regulatory Flexibility: FDA has authority to determine bioequivalence (BE) methods on a case-by-case basis, using in vivo, in vitro, or both types of data depending on drug characteristics and available science.
- Proportional Patch Sizing: Although the Exelon patch strengths are not exactly proportional to their surface areas, FDA found this discrepancy to be due to variability in drug delivery estimation methods and not indicative of lack of proportionality.
- Rejection of Petition Criteria: The petition’s request to tie proportional similarity to nominal drug strength was rejected. FDA maintained that size-based proportionality (0.5:1.0:1.5) is appropriate for transdermal systems when consistent formulation and drug concentration are used.
- Rivastigmine Pharmacokinetics: While rivastigmine has nonlinear pharmacokinetics, FDA found that BE can still be determined via a single strength (9.5 mg/24 hr) in vivo study and that in vitro data may be used for other strengths if proportional similarity is demonstrated.
- Policy to Avoid Unnecessary Human Testing: FDA emphasized the importance of avoiding unnecessary in vivo testing when scientifically valid in vitro methods are available and appropriate, in accordance with 21 CFR 320.25(a).",FALSE,
FDA-2017-P-6968-0005_Response_Letter_from_FDA_to_Ceva_Animal_Health__LL.pdf,3/14/2018,"No date recognized by ChatGPT, but found in signature line.",Center for Veterinary Medicine (CVM),Approved,"- Section 512(n)(3) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- Section 512(n)(3)(C) of the FD&C Act
- 21 CFR 514.5","- The proposed generic differs in dosage form (un-encapsulated, non-aqueous solution vs. encapsulated).
- The FDA found that these changes are allowable under a suitability petition and do not require new safety or efficacy investigations.
- Approval was granted under section 512(n)(3)(C), with a recommendation to pursue a presubmission conference to plan the abbreviated application pathway",FALSE,
FDA-2017-P-7032-0006_Petition_Approval_Letter_from_FDA_CDER_to_Jubilant.pdf,8/12/2021,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j)(2)(C) of the FD&C Act (21 U.S.C. § 355(j)(2)(C))
- Section 505(j)(2)(A) and (B)
- Section 505(j)(2)(A)(iv)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)","- The change in strength (from 40 mg to 10 mg base) is permissible under the FD&C Act.
- The proposed strength does not raise new safety or effectiveness concerns.
- The use, dose, dosage form, and route of administration remain consistent with the reference drug.
- The proposed change aligns with the dosing recommendations in the listed drug's labeling.
- If bioequivalence is demonstrated, the product is expected to have the same therapeutic effect.
- No significant labeling changes or new investigations are necessary to support the safety and effectiveness of the proposed strength",FALSE,
FDA-2017-P-7033-0007_Response_Letter_from_FDA_CDER_to_Jubilant_Generics.pdf,4/18/2023,"No date recognized by ChatGPT, but found in signature line.",Center for Drug Evaluation and Research (CDER),Approved,"- Section 505(j)(2)(C) of the FD&C Act (21 U.S.C. § 355(j)(2)(C))
- Section 505(j)(2)(A) and (B)
- Section 505(j)(2)(A)(iv)
- 21 CFR 314.93
- 21 CFR 314.93(e)(1)
- 21 CFR 314.94(a)(3)(iii)","- The proposed change in strength (450 mg) is permissible and does not raise concerns about safety or effectiveness.
- The drug's use, dosage form, route of administration, and dose remain the same as the reference listed drug.
- The 450 mg strength is consistent with existing dosing recommendations.
- If bioequivalence is demonstrated, the drug can be expected to have the same therapeutic effect as the reference listed drug.
- No significant labeling changes or new investigations are necessary for the proposed strength
",FALSE,
