File Name,Date of Response,Identity of Submitting Entity,Source_Year
FDA-2022-P-1125-0004_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty.pdf,"August 08, 2024",FDA CVM to Harry Duty,2022
FDA-2022-P-1151-0062_Interim_Response_from_FDA_CDRH_to_Mark_Baker.pdf,"November 6, 2022",FDA CDRH to Mark Baker,2022
FDA-2022-P-1151-0215_Final_Response_Letter_from_FDA_CDRH_to_Soft_Lights.pdf,"May 24, 2024",FDA CDRH to Soft Lights,2022
FDA-2022-P-1186-0003_Tentative_Response_Letter_from_FDA_CVM_to_Harry_Du.pdf,6/16/22,FDA CVM to Harry Du,2022
FDA-2022-P-1186-0004_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty.pdf,"August 08, 2024",FDA CVM to Harry Duty,2022
FDA-2022-P-1211-0005_Final_Response_to_American_Vapor_Manufacturers_Cit.pdf,"February 2, 2023",American Vapor Manufacturers Cit,2022
FDA-2022-P-1248-0003_Tentative_Response_Letter_from_FDA_CVM_to_Harry_Du.pdf,6/21/22,FDA CVM to Harry Du,2022
FDA-2022-P-1248-0004_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty.pdf,"August 08, 2024",FDA CVM to Harry Duty,2022
FDA-2022-P-1255-0003_Tentative_Response_Letter_from_FDA_CVM_to_Harry_Du.pdf,"August 08, 2024",FDA CVM to Harry Du,2022
FDA-2022-P-1255-0004_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty.pdf,"August 08, 2024",FDA CVM to Harry Duty,2022
FDA-2022-P-1342-0003_Tentative_Response_Letter_from_FDA_CVM_to_Harry_Du.pdf,6/27/22,FDA CVM to Harry Du,2022
FDA-2022-P-1343-0003_Tentative_Response_Letter_from_FDA_CVM_to_Hary_Dut.pdf,6/27/22,FDA CVM to Hary Dut,2022
FDA-2022-P-1343-0004_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty.pdf,"August 08, 2024",FDA CVM to Harry Duty,2022
FDA-2022-P-1367-0003_Final_Response_from_FDA_CVM_to_Harry_Duty_redacted.pdf,6/28/22,FDA CVM to Harry Duty redacted,2022
FDA-2022-P-1399-0075_Response_Letter_from_FDA_CBER_to_Siri___Glimstad_L.pdf,"October 11, 2022",FDA CBER to Siri   Glimstad L,2022
FDA-2022-P-1407-0003_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty_R.pdf,"June 30, 2022",FDA CVM to Harry Duty R,2022
FDA-2022-P-1409-0042_Interim_Response_Letter_from_FDA_CDER_to_Providenc.pdf,"June 28, 2022",FDA CDER to Providenc,2022
FDA-2022-P-1444-0006_Response_Letter_from_FDA_CBER_to_National_Hemophil.pdf,"November 22, 2022",FDA CBER to National Hemophil,2022
FDA-2022-P-1444-0007_Response_Letter_from_FDA_CBER_to_National_Hemophil.pdf,"June 29, 2023",FDA CBER to National Hemophil,2022
FDA-2022-P-1452-0003_Response_Letter_from_FDA_CTP_to_Planet_Vapor_LLC.pdf,"October 18, 2022",FDA CTP to Planet Vapor LLC,2022
FDA-2022-P-1457-0023_180_Day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,"December 30, 2022",FDA CFSAN to,2022
FDA-2022-P-1457-0024_180_Day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,"December 30, 2022",FDA CFSAN to,2022
FDA-2022-P-1457-0025_180_Day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,"December 30, 2022",FDA CFSAN to,2022
FDA-2022-P-1457-0026_I180_Day_Interim_Response_Letter_from_FDA_CFSAN_to.pdf,"December 30, 2022",FDA CFSAN to,2022
FDA-2022-P-1457-0027_180_Day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,"December 30, 2022",FDA CFSAN to,2022
FDA-2022-P-1457-0028_180_Day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,"December 30, 2022",FDA CFSAN to,2022
FDA-2022-P-1471-0005_Response_Letter_from_FDA_CBER_to_J_W__Howard_Attor.pdf,"August 30, 2022",FDA CBER to J W  Howard Attor,2022
FDA-2022-P-1589-0003_Tentative_Response_Letter_from_FDA_CVM_to_Donavan_.pdf,7/18/22,FDA CVM to Donavan,2022
FDA-2022-P-1589-0004_Final_Response_Letter_from_FDA_CVM_to_Donavan_Melt.pdf,7/18/22,FDA CVM to Donavan Melt,2022
FDA-2022-P-1632-0005_180_day_Interim_response_from_FDA_CDRH_to_Randall_.pdf,"January 4, 2023",FDA CDRH to Randall,2022
FDA-2022-P-1632-0008_Final_Response_Letter_from_FDA_CDRH_to_Randall_Hen.pdf,"January 10, 2025",FDA CDRH to Randall Hen,2022
FDA-2022-P-1643-0242_Tentative_Response_Letter_from_FDA_CVM_to_Associat.pdf,"January 11, 2023",FDA CVM to Associat,2022
FDA-2022-P-1656-0003_Agency_Response_Letter_from_FDA_CDER_to_Fresenius_.pdf,"July 22, 2022",FDA CDER to Fresenius,2022
FDA-2022-P-1667-0003_Response_Letter_from_FDA_CDER_to_Chem_IQ_FZCO.pdf,"July 22, 2022",FDA CDER to Chem IQ FZCO,2022
FDA-2022-P-1668-0010_Interim_Response_Letter_from_FDA_CFSAN_to_Akin_Gum.pdf,"January 17, 2023",FDA CFSAN to Akin Gum,2022
FDA-2022-P-1764-0014_Interim_Response_from_FDA_CBER_to_Charles_River_La.pdf,"January 27, 2023",FDA CBER to Charles River La,2022
FDA-2022-P-1785-0003_Interim_Response_from_FDA_CDER_to_Aurobindo_Pharma.pdf,"August 3, 2022",FDA CDER to Aurobindo Pharma,2022
FDA-2022-P-1785-0005_Response_Letter_from_FDA_CDER_to_Aurobindo_Pharma_.pdf,"August 3, 2022",FDA CDER to Aurobindo Pharma,2022
FDA-2022-P-3121-0007_Response_Letter_form_FDA_CBER_to_Karl_Guenther.pdf,"January 31, 2020",Karl Guenther,2022
FDA-2023-P-0037-0004_Response_Letter_from_FDA_CBER_to_Karl_Guenther_Red.pdf,Dec. 2020,FDA CBER to Karl Guenther Red,2023
FDA-2023-P-0076-0007_Denial_Letter_from_FDA_CTP_to_SMS_BZ__LLC.pdf,"April 21, 2023",FDA CTP to SMS BZ  LLC,2023
FDA-2023-P-0120-0005_Response_Letter_from_FDA_CDER_to_Epic_Pharma__LLC.pdf,"January 10, 2023",FDA CDER to Epic Pharma  LLC,2023
FDA-2023-P-0203-0006_Interim_Response_Letter_from_FDA_CDRH_to_Najam_Azm.pdf,1/20/23,FDA CDRH to Najam Azm,2023
FDA-2023-P-0203-0007_Final_Response_Letter_from_FDA_CDRH_to_Najam_Azmat.pdf,1/20/23,FDA CDRH to Najam Azmat,2023
FDA-2023-P-0219-0009_Interim_Response_Letter_from_FDA_CDRH_to_Service_E.pdf,1/23/23,FDA CDRH to Service E,2023
FDA-2023-P-0232-0003_Response_from_FDA_CDER_to_Hyman__Phelps___McNamra_.pdf,"January 20, 2023",FDA CDER to Hyman  Phelps   McNamra,2023
FDA-2023-P-0233-0011_Interim_Response_from_FDA_CDER_to_Soft_Lights_Foun.pdf,"June 30, 2023",FDA CDER to Soft Lights Foun,2023
FDA-2023-P-0233-0022_Final_Response_from_FDA_CDRH_to_Soft_Lights_Founda.pdf,"May 24, 2024",FDA CDRH to Soft Lights Founda,2023
FDA-2023-P-0360-0191_Response_Letter_from_FDA_CBER_to_Coalition_Advocat.pdf,"April 18, 2023",FDA CBER to Coalition Advocat,2023
FDA-2023-P-0430-0003_Response_Letter_from_FDA_CTP_to_RAI_Services_Compa.pdf,"August 4, 2023",FDA CTP to RAI Services Compa,2023
FDA-2024-P-0105-0007_Response_Letter_from_FDA_CDER_to_Graviti_Pharmaceu.pdf,1/5/24,Graviti Pharmaceuticals Private Limited,2024
FDA-2024-P-0109-0019_Interim_Response_Letter_from_FDA_CDER_to_Bausch_Lo.pdf,1/8/24,Bausch+Lomb,2024
FDA-2024-P-0227-0004_Final_Response_Letter_from_FDA_CDER_to_Zydus_Pharm.pdf,"January 10, 2024",FDA CDER to Zydus Pharm,2024
FDA-2024-P-0279-0007_Final_Response_Letter_from_FDA_CDRH_to_Hyman__Phel.pdf,1/16/24,Nautilus Gloves LLC,2024
FDA-2024-P-0422-0011_Final_Response_Letter_from_FDA_CDER_to_Method_Phar.pdf,"January 12, 2024",FDA CDER to Method Phar,2024
FDA-2024-P-0425-0008_Final_Response_Letter_from_FDA_CDER_to_RegCon_Solu.pdf,"January 22, 2024",FDA CDER to RegCon Solu,2024
FDA-2024-P-0427-0007_Final_Response_Letter_from_FDA_CDER_to_DDReg_Pharm.pdf,"January 19, 2024",FDA CDER to DDReg Pharm,2024
FDA-2024-P-0435-0004_Final_Response_Letter_from_FDA_CDER_to_Zydus_Pharm.pdf,"January 22, 2024",FDA CDER to Zydus Pharm,2024
FDA-2024-P-0521-0005_Interim_Response_Letter_from_FDA_CDER_to_Kasowitz_.pdf,1/26/24,Adventapharma Dwc Llc,2024
FDA-2024-P-0522-0004_Interim_Response_Letter_from_FDA_CDER_to_Kasowitz_.pdf,1/26/24,Adventapharma Dwc Llc,2024
FDA-2024-P-0526-0010_Response_Letter_from_FDA_CDER_to_Lupin_Inc_.pdf,"January 26, 2024",FDA CDER to Lupin Inc,2024
FDA-2024-P-0545-0007_Final_Response_Letter_from_FDA_CDER_to_Hyman__Phel.pdf,"January 29, 2024",FDA CDER to Hyman  Phel,2024
FDA-2024-P-0667-0013_Final_Approval_Letter_from_FDA_CDER_to_Lachman_Con.pdf,"February 5, 2024",FDA CDER to Lachman Con,2024
FDA-2024-P-0761-0003_Interim_Response_Letter_from_FDA_CDER_to_Pharmobed.pdf,2/22/24,"Pharmobedient Consulting, Llc",2024
FDA-2024-P-0761-0005_Final_Response_Letter_from_FDA_CDER_to_Pharmobedie.pdf,"February 21, 2024",FDA CDER to Pharmobedie,2024
FDA-2024-P-0805-0004_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"February 13, 2024",FDA CDER to Hyman  Phelps   M,2024
FDA-2024-P-0806-2474_Interim_Response_from_FDA_CFSAN_to_Center_for_Scie.pdf,"August 9, 2024",FDA CFSAN to Center for Scie,2024
FDA-2024-P-0827-0005_Final_Response_Letter_from_FDA_CDER_to_Aurobindo_P.pdf,2/14/24,"Aurobindo Pharma Usa, Inc.,",2024
FDA-2024-P-0889-0004_Final_Response_Letter_from_FDA_CVM_to_Aurora_Pharm.pdf,"February 20, 2024",FDA CVM to Aurora Pharm,2024
FDA-2024-P-0973-0003_Interim_Response_Letter_from_FDA_CDER_to_Robin_Web.pdf,2/26/24,Robin Webb,2024
FDA-2024-P-1030-0007_Tentative_Response_from_FDA_CTP_to_William_D__Drak.pdf,2/29/24,FDA CTP to William D  Drak,2024
FDA-2024-P-1058-0003_Interim_Response_Letter_from_FDA_CDER_to_Aimed_All.pdf,"March 1, 2024",FDA CDER to Aimed All,2024
FDA-2024-P-1130-0004_Interim_Response_Letter_from_FDA_CDER_to_Valisure_.pdf,"March 5, 2024",FDA CDER to Valisure,2024
FDA-2024-P-1131-0005_Response_Letter_from_FDA_CDER_to_Fresenius_Kabi_US.pdf,"March 5, 2024",FDA CDER to Fresenius Kabi US,2024
FDA-2024-P-1223-0005_Interim_Response_Letter_from_FDA_CDER_to_Charles_L.pdf,3/13/24,FDA CDER to Charles L,2024
FDA-2024-P-1378-0003_Interim_Response_Letter_from_FDA_CDER_to_Organon_U.pdf,3/20/24,"Organon Usa, Llc",2024
FDA-2024-P-1379-0020_180_Day_Interim_Response_from_FDA_CFSAN_to_Physici.pdf,"September 16, 2024",FDA CFSAN to Physici,2024
FDA-2024-P-1380-0003_Final_Response_Letter_from_FDA_CVM_to_Kohl_Harring.pdf,3/20/24,FDA CVM to Kohl Harring,2024
FDA-2024-P-1403-0008_Response_Letter_from_FDA_CDER_to_Pharmobedient_Con.pdf,"March 20, 2024",FDA CDER to Pharmobedient Con,2024
FDA-2024-P-1440-0003_Interim_Response_Letter_from_FDA_CDER_to_pH_D_Femi.pdf,"March 22,2024",FDA CDER to pH D Femi,2024
FDA-2024-P-1441-0013_Final_Response_Letter_from_FDA_CDER_to_Epic_Pharma.pdf,"March 22, 2024",FDA CDER to Epic Pharma,2024
FDA-2024-P-1483-0007_Final_Response_Letter_from_FDA_CDER_to_Hyman__Phel.pdf,"March 26, 2024",FDA CDER to Hyman  Phel,2024
FDA-2024-P-1570-0004_180_Day_Response_Letter_from_FDA_CFSAN_to_Bongards.pdf,"September 19, 2024",FDA CFSAN to Bongards,2024
FDA-2024-P-1715-0004_Interim_Response_Letter_from_FDA_CDER_to_AbbVie_In.pdf,"April 3, 2024",FDA CDER to AbbVie In,2024
FDA-2024-P-1716-0005_Response_Letter_from_FDA_CVM_to_Aurora_Pharmaceuti.pdf,"April 3, 2024",FDA CVM to Aurora Pharmaceuti,2024
FDA-2024-P-1717-0003_Final_Response_Letter_from_FDA_CVM_to_Kohl_Harring.pdf,4/5/24,FDA CVM to Kohl Harring,2024
FDA-2024-P-1788-0008_Response_Letter_from_FDA_CDER_to_Pharmobedient_Con.pdf,"April 10, 2024",FDA CDER to Pharmobedient Con,2024
FDA-2024-P-1810-0008_Final_Response_Letter_from_FDA_CDER_to_Pharmobedie.pdf,"April 10, 2024",FDA CDER to Pharmobedie,2024
FDA-2024-P-1870-0007_Final_Response_Letter_from_FDA_CDER_to_Newcastle_B.pdf,"April 15, 2024",FDA CDER to Newcastle B,2024
FDA-2024-P-1871-0007_Interim_Response_Letter_from_FDA_CDER_to_Advanced_.pdf,"April 15, 2024",FDA CDER to Advanced,2024
FDA-2024-P-1913-0006_Final_Response_Letter_from_FDA_CDER_to_Fast_Track_.pdf,"April 17, 2024",FDA CDER to Fast Track,2024
FDA-2024-P-1916-1820_Final_Response_Letter_from_FDA_CVM_to_Association_.pdf,"October 18, 2024",FDA CVM to Association,2024
FDA-2024-P-1937-0003_Final_Response_Letter_from_FDA_CVM_to_Kohl_Harring.pdf,"April 18, 2024",FDA CVM to Kohl Harring,2024
FDA-2024-P-1960-0003_Final_Response_Letter_from_FDA_ORA_to_Kohl_Harring.pdf,"April 22, 2024",FDA ORA to Kohl Harring,2024
FDA-2024-P-1988-0004_Interim_Response_Letter_from_FDA_CDER_to_HealthyWo.pdf,"April 22, 2024",FDA CDER to HealthyWo,2024
FDA-2024-P-2084-0006_Interim_Response_Letter_from_FDA_HFP_to_PETA_Found.pdf,"October 22, 2024",FDA HFP to PETA Found,2024
FDA-2024-P-2085-0007_Final_Response_Letter_from_FDA_CDER_to_Hospira_Inc.pdf,"April 26, 2024",FDA CDER to Hospira Inc,2024
FDA-2024-P-2148-0004_Final_Response_Letter_from_FDA_CDER_to_Neşe_Deveno.pdf,May 30 2024,FDA CDER to Neşe Deveno,2024
FDA-2024-P-2150-0009_Response_Letter_from_FDA_CDER_to_Parenteral_Techno.pdf,"April 24, 2024",FDA CDER to Parenteral Techno,2024
FDA-2024-P-2151-0126_Interim_Response_Letter_from_FDA_HFP_to_UnidosUS.pdf,"November 4, 2024",FDA HFP to UnidosUS,2024
FDA-2024-P-2215-0003_Interim_Response_Letter_from_FDA_CDRH_to_Metaltron.pdf,"October 28, 2024",FDA CDRH to Metaltron,2024
FDA-2024-P-2220-0005_Final_Response_Letter_from_FDA_CDER_to_Encube_Ethi.pdf,"May 6, 2024",FDA CDER to Encube Ethi,2024
FDA-2024-P-2272-0005_Response_Letter_from_FDA_CDER_to_Aurobindo_Pharma_.pdf,"May 7, 2024",FDA CDER to Aurobindo Pharma,2024
FDA-2024-P-2314-0005_Response_Letter_from_FDA_CDER_to_Aurobindo_Pharma_.pdf,"May 9, 2024",FDA CDER to Aurobindo Pharma,2024
FDA-2024-P-2326-0009_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"July 10, 2024",FDA CDER to Hyman  Phelps   M,2024
FDA-2024-P-2379-0009_Interim_Response_Letter_from_FDA_CDER_to_The_Human.pdf,"May 15, 2024",FDA CDER to The Human,2024
FDA-2024-P-2461-0003_Interim_Response_from_FDA_CTP_to_Ho_Chunk__Inc__on.pdf,"November 12, 2024",FDA CTP to Ho Chunk  Inc  on,2024
FDA-2024-P-2513-0004_Final_Response_Letter_from_FDA_CDER_to_Innogenix__.pdf,"March 5, 2024",FDA CDER to Innogenix,2024
FDA-2024-P-2514-0004_Final_Response_Letter_from_FDA_CDER_to_Zydus_Pharm.pdf,"May 22, 2024",FDA CDER to Zydus Pharm,2024
FDA-2024-P-2515-0005_Final_Response_Letter_from_FDA_CDER_to_Encube_Ethi.pdf,"May 22, 2024",FDA CDER to Encube Ethi,2024
FDA-2024-P-2538-0008_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"May 23, 2024",FDA CDER to Hyman  Phelps   M,2024
FDA-2024-P-2625-0004_Response_Letter_from_FDA_ORA_to_J_R_Imports_LLC_Re.pdf,"October 18, 2024",FDA ORA to J R Imports LLC Re,2024
FDA-2024-P-2730-0003_Response_Letter_from_FDA_CBER_to_Kenneth_D__Eichen.pdf,"June 22, 2023",FDA CBER to Kenneth D  Eichen,2024
FDA-2024-P-2752-0008_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"June 6, 2024",FDA CDER to Hyman  Phelps   M,2024
FDA-2024-P-2753-0008_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"June 6, 2024",FDA CDER to Hyman  Phelps   M,2024
FDA-2024-P-2757-0008_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"June 6, 2024",FDA CDER to Hyman  Phelps   M,2024
FDA-2024-P-2758-0008_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"June 6, 2024",FDA CDER to Hyman  Phelps   M,2024
FDA-2024-P-2778-0013_Final_Response_Letter_from_FDA_CDER_to_Pharmobedie.pdf,"June 7, 2024",FDA CDER to Pharmobedie,2024
FDA-2024-P-2779-0012_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"June 10, 2024",FDA CDER to Hyman  Phelps   M,2024
FDA-2024-P-2846-0004_Final_Response_Letter_from_FDA_CDRH_to_Pyrexar_Med.pdf,"October 28, 2024",FDA CDRH to Pyrexar Med,2024
FDA-2024-P-2885-0007_Final_Response_Letter_from_FDA_CDER_to_Hyman__Phel.pdf,"June 17, 2024",FDA CDER to Hyman  Phel,2024
FDA-2024-P-2909-0007_Final_Response_Letter_from_FDA_CDER_to_Hyman__Phel.pdf,"June 17, 2024",FDA CDER to Hyman  Phel,2024
FDA-2024-P-2932-0007_Response_Letter_from_FDA_CDER_to_Newcastle_Bioscie.pdf,"June 19, 2024",FDA CDER to Newcastle Bioscie,2024
FDA-2024-P-2952-0005_Interim_Response_Letter_from_FDA_CDER_to_Sarah_A__.pdf,"June 20, 2024",FDA CDER to Sarah A,2024
FDA-2024-P-2955-0006_Interim_Response_Letter_from_FDA_CDER_to_Dsquare_L.pdf,"June 19, 2024",FDA CDER to Dsquare L,2024
FDA-2024-P-3090-0011_Response_Letter_from_FDA_CDER_to_Epic_Pharma__LLC.pdf,"June 28, 2024",FDA CDER to Epic Pharma  LLC,2024
FDA-2024-P-3188-0007_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,"July 3, 2024",FDA CDER to Lachman Con,2024
FDA-2024-P-3293-0011_Final_Response_Letter_from_FDA_CDER_to_Newcastle_B.pdf,"July 9, 2024",FDA CDER to Newcastle B,2024
FDA-2024-P-3357-0004_Final_Response_Letter_from_FDA_CDRH_to_Randall_Hen.pdf,"January 10, 2025",FDA CDRH to Randall Hen,2024
FDA-2024-P-3479-0003_Final_Response_Letter_from_FDA_CDER_to_Jingwei_Pha.pdf,"July 24, 2024",FDA CDER to Jingwei Pha,2024
FDA-2024-P-3482-0004_Final_Response_Letter_from_FDA_CDER_to_Qilu_Pharma.pdf,"July 24, 2024",FDA CDER to Qilu Pharma,2024
FDA-2024-P-3563-0005_Final_Response_Letter_from_FDA_CDER_to_Hyman__Phel.pdf,"July 29, 2024",FDA CDER to Hyman  Phel,2024
FDA-2024-P-3567-0007_Response_Letter_from_FDA_CDER_to_Lachman_Consultin.pdf,"July 25, 2024",FDA CDER to Lachman Consultin,2024
FDA-2024-P-3571-0009_Final_Response_Letter_from_FDA_CDER_to_Premier_Con.pdf,"July 29, 2024",FDA CDER to Premier Con,2024
FDA-2024-P-3573-0005_Response_Letter_from_FDA_CDER_to_Premier_Research_.pdf,"July 29, 2024",FDA CDER to Premier Research,2024
FDA-2024-P-3699-0004_Response_Letter_from_FDA_CDER_to_Zydus_Pharmaceuti.pdf,"August 02, 2024",FDA CDER to Zydus Pharmaceuti,2024
FDA-2024-P-3761-0003_Final_Response_Letter_from_FDA_CDRH_to_Spark_Biome.pdf,"December 15, 2024",FDA CDRH to Spark Biome,2024
FDA-2024-P-3820-0011_Interim_Response_Letter_from_FDA_HFP_to_Agent_for_.pdf,"February 6, 2025",FDA HFP to Agent for,2024
FDA-2024-P-3821-0004_Final_Response_Letter_from_FDA_CVM_to_Aurora_Pharm.pdf,"August 12, 2024",FDA CVM to Aurora Pharm,2024
FDA-2024-P-3822-0003_Interim_Response_Letter_from_FDA_CDER_to_Universit.pdf,"August 10, 2024",FDA CDER to Universit,2024
FDA-2024-P-3881-0007_Response_Letter_from_FDA_CDER_to_Zydus_Pharmaceuti.pdf,"August 13, 2024",FDA CDER to Zydus Pharmaceuti,2024
FDA-2024-P-3905-0008_Response_Letter_from_FDA_CDER_to_Lachman_Consultan.pdf,"August 15, 2024",FDA CDER to Lachman Consultan,2024
FDA-2024-P-3997-0006_Interim_Response_Letter_from_FDA_CDER_to_Aylstock_.pdf,"August 20, 2024",FDA CDER to Aylstock,2024
FDA-2024-P-4015-0003_Final_Response_Letter_from_FDA_CVM_to_Kohl_Harring.pdf,"August 22, 2024",FDA CVM to Kohl Harring,2024
FDA-2024-P-4134-0009_Response_Letter_from_FDA_CDER_to_Pharmobedient_Con.pdf,"August 24, 2024",FDA CDER to Pharmobedient Con,2024
FDA-2024-P-4135-0004_Response_Letter_from_FDA_CDER_to_Fresenius_Kabi_US.pdf,"August 29, 2024",FDA CDER to Fresenius Kabi US,2024
