File Name,Date of Petition,Identity of Submitting Entity,Source_Year
FDA-2022-P-0395-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"March 21, 2022",Harry Duty Redacted,2022
FDA-2022-P-0399-0001_Citizen_Petition_from_Harry_Duty.pdf,"March 21, 2022",Harry Duty Redacted,2022
FDA-2022-P-0399-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"March 21, 2022",Harry Duty Redacted,2022
FDA-2022-P-0405-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"March 22, 2022",Harry Duty Redacted,2022
FDA-2022-P-0414-0001_Citizen_Petition_from_King_and_Spalding_LLP.pdf,"March 22, 2022",King and Spalding LLP,2022
FDA-2022-P-0451-0001_Citizen_Petition_from_Chelsea_Kent_Redacted.pdf,"March 24, 2022",Chelsea Kent Redacted,2022
FDA-2022-P-0457-0001_Citizen_Petition_from_Chelsea_Kent__Redacted.pdf,"March 25, 2022",Chelsea Kent  Redacted,2022
FDA-2022-P-0475-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"March 29, 2022",Lachman Consultant Services,2022
FDA-2022-P-0476-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"March 29, 2022",Lachman Consultant Services,2022
FDA-2022-P-0509-0001_Citizen_Petition_from_Arnall_Golden_Gregory_LLP.pdf,"March 31, 2022",Arnall Golden Gregory LLP,2022
FDA-2022-P-0535-0001_Citizen_Petition_from_Hospira_Inc_a_Pfizer_Company.pdf,4/6/22,Hospira Inc a Pfizer Company,2022
FDA-2022-P-0536-0001_Stay_of_Action_Petition_from_Bayer_U_S__LLC.pdf,"April 5, 2022",Bayer U S  LLC,2022
FDA-2022-P-0558-0001_Citizen_Petition_from_Novitium_Pharma_LLC.pdf,"April 6, 2022",Novitium Pharma LLC,2022
FDA-2022-P-0566-0001_Citizen_Petition_from_Ronald_Brock_Redacted.pdf,"April 7, 2022",Ronald Brock Redacted,2022
FDA-2022-P-0574-0001_Citizen_Petition_from_Harry_Duty_REDACTED.pdf,4/15/22,Harry Duty REDACTED,2022
FDA-2022-P-0585-0001_Citizen_Petition_from_Odin_Pharmaceuticals__LLC.pdf,"April 11, 2022",Odin Pharmaceuticals  LLC,2022
FDA-2022-P-0594-0001_Stay_of_Action_Petition_from_Fish___Richardson_P__.pdf,"April 14, 2022",Fish   Richardson P,2022
FDA-2022-P-0599-0001_Citizen_Petition_from_Steven_A__Zecola___Redacted.pdf,"April 12, 2022",Steven A  Zecola   Redacted,2022
FDA-2022-P-0600-0001_Citizen_Petition_from_Daniel_Fabricant__Ph_D__on_b.pdf,"February 21, 2022",Daniel Fabricant  Ph D  on b,2022
FDA-2022-P-0602-0001_Citizen_Petition_from_Harry_Duty_REDACTED.pdf,"April 16, 2022",Harry Duty REDACTED,2022
FDA-2022-P-0614-0001_Citizen_Petition_from_Yichang_Humanwell_Pharmaceut.pdf,"April 18, 2022",Yichang Humanwell Pharmaceut,2022
FDA-2022-P-0668-0001_Citizen_Petition_from_Wanda_Brock_Redacted.pdf,"April 24, 2022",Wanda Brock Redacted,2022
FDA-2022-P-0669-0001_Citizen_Petition_from_Ronald_Brock_Redacted.pdf,"April 24, 2022",Ronald Brock Redacted,2022
FDA-2022-P-0677-0001_Citizen_Petition_from_Fatima_Khan_Redacted.pdf,"April 25, 2022",Fatima Khan Redacted,2022
FDA-2022-P-0695-0001_Citizen_Petition_from_Ronald_Brock_Redacted.pdf,"April 27, 2022",Ronald Brock Redacted,2022
FDA-2022-P-0704-0001_Citizen_Petition_from_San_Rocco_Therapeutics.pdf,"April 27, 2022",San Rocco Therapeutics,2022
FDA-2022-P-0747-0001_Suitability_Citizen_Petition_from_RegCon_Solutions.pdf,"May 5, 2022",RegCon Solutions,2022
FDA-2022-P-0754-0001_Citizen_Petition_From_Pet_Schooled.pdf,"May 07, 2022",Pet Schooled,2022
FDA-2022-P-0776-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"May 09, 2022",Harry Duty Redacted,2022
FDA-2022-P-0777-0001_Citizen_Petition_from_Donavan_Melton_REDACTED.pdf,"May 09, 2022",Donavan Melton REDACTED,2022
FDA-2022-P-0833-0001_Citizen_Petition_from_ApicHope_Pharmaceuticals__US.pdf,"May 18, 2022",ApicHope Pharmaceuticals  US,2022
FDA-2022-P-0872-0001_Stay_of_Action_Citizen_Petition_from_SIRI___GLIMST.pdf,"May 20, 2022",SIRI   GLIMST,2022
FDA-2022-P-0896-0001_Citizen_Petition_from_Greenberg_Traurig.pdf,"May 24, 2022",Greenberg Traurig,2022
FDA-2022-P-0929-0001_Citizen_Petition_from_Alembic_Labs_LLC__USA_.pdf,5/27/22,Alembic Labs LLC  USA,2022
FDA-2022-P-0948-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"May 27, 2022",Hyman  Phelps   McNamara  P,2022
FDA-2022-P-0966-0001_Suitability_Petition_from_Nostrum_Laboratories_Inc.pdf,"June 1, 2022",Nostrum Laboratories Inc,2022
FDA-2022-P-0979-0001_Suitability_Petition_from_ArentFox_Schiff_LLP.pdf,June 3 2022,ArentFox Schiff LLP,2022
FDA-2022-P-1013-0001_Citizen_Petition_from_Medley_Pharmaceuticals_Ltd_.pdf,"June 6, 2022",Medley Pharmaceuticals Ltd,2022
FDA-2022-P-1039-0001_Citizen_Petition_from_Epic_Pharma__LLC.pdf,"June 7, 2022",Epic Pharma  LLC,2022
FDA-2022-P-1049-0001_Suitability_Citizen_Petition_from_Noble_Pharma_LLC.pdf,"June 7, 2022",Noble Pharma LLC,2022
FDA-2022-P-1060-0001_Suitability_Petition_from_The_Wood_Burditt_Group_L.pdf,"June 1,2022",The Wood Burditt Group L,2022
FDA-2022-P-1065-0001_Citizen_Petition_from_Glycan_Technologies__Inc_.pdf,"June 7, 2022",Glycan Technologies  Inc,2022
FDA-2022-P-1080-0001_Citizen_Petition_from_King_and_Spalding.pdf,"June 7, 2022",King and Spalding,2022
FDA-2022-P-1104-0001_Citizen_Petition_from_Medexus_Pharma_Inc.pdf,"June 9, 2022",Medexus Pharma Inc,2022
FDA-2022-P-1125-0001_Citizen_Petition_from_Harry_Duty_REDACTED.pdf,"June 10, 2022",Harry Duty REDACTED,2022
FDA-2022-P-1151-0001_Citizen_Petition_from_Soft_Lights_Foundation_Redac.pdf,"June 13, 2022",Soft Lights Foundation Redac,2022
FDA-2022-P-1153-0001_Suitability_Petition_Lachman_Consulting_Services__.pdf,"June 13, 2022",,2022
FDA-2022-P-1168-0001_Suitability_Petition_from_Medexus_Pharma__Inc_.pdf,"June 14, 2022",Medexus Pharma  Inc,2022
FDA-2022-P-1186-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"June 15, 2022",Harry Duty Redacted,2022
FDA-2022-P-1211-0001_Citizen_Petition_from_American_Vapor_Manufacturers.pdf,"June 16, 2022",American Vapor Manufacturers,2022
FDA-2022-P-1248-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"June 20, 2022",Harry Duty Redacted,2022
FDA-2022-P-1255-0001_Citizen_Petition_from_Harry_Duty_REDACTED.pdf,"June 21, 2022",Harry Duty REDACTED,2022
FDA-2022-P-1342-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"June 24, 2022",Harry Duty Redacted,2022
FDA-2022-P-1343-0001_Citizen_Petition_from_Harry_Duty_REDACTED.pdf,"June 24, 2022",Harry Duty REDACTED,2022
FDA-2022-P-1367-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"June 28, 2022",Harry Duty Redacted,2022
FDA-2022-P-1399-0001_Citizen_Petition_from_Siri___Glimstad_LLP.pdf,6/30/22,Siri   Glimstad LLP,2022
FDA-2022-P-1407-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"June 30, 2022",Harry Duty Redacted,2022
FDA-2022-P-1408-0001_Citizen_Petition_from_Harry_Duty_Redacted.pdf,"June 30, 2022",Harry Duty Redacted,2022
FDA-2022-P-1409-0001_Citizen_Petition_from_Providence_St__Peter_Hospita.pdf,"June 17, 2022",Providence St  Peter Hospita,2022
FDA-2022-P-1444-0001_Citizen_Petition_National_Hemophilia_Foundation.pdf,"July 1, 2022",,2022
FDA-2022-P-1452-0001_Citizen_Petition_from_Planet_Vapor_LLC.pdf,"July 5, 2022",Planet Vapor LLC,2022
FDA-2022-P-1457-0001_Citizen_Petition_from_AOOPA_DEOLEO_and_NAOOA.pdf,"July 5, 2022",AOOPA DEOLEO and NAOOA,2022
FDA-2022-P-1471-0001_Citizen_Petition_from_J_W__Howard_Attorneys__on_be.pdf,"July 1,2022",J W  Howard Attorneys  on be,2022
FDA-2022-P-1576-0001_Citizen_Petition_from_Alliance_for_Natural_Health_.pdf,"July 15, 2022",Alliance for Natural Health,2022
FDA-2022-P-1589-0001_Citizen_Petition_from_Donavan_Melton_Redacted.pdf,"July 16, 2022",Donavan Melton Redacted,2022
FDA-2022-P-1632-0001_Citizen_Petition_from_Randall_Steinmeyer.pdf,"July 19,  2022",Randall Steinmeyer,2022
FDA-2022-P-1642-0001_Suitability_Petition_from_Noble_Pharma__LLC.pdf,"July 20, 2022",Noble Pharma  LLC,2022
FDA-2022-P-1643-0001_Citizen_Petition_from_Association_for_Truth_in_Pet.pdf,7/21/2022,Association for Truth in Pet,2022
FDA-2022-P-1656-0001_Citizen_Petition_from_Fresenius_Kabi_USA_LLC.pdf,July 2022,Fresenius Kabi USA LLC,2022
FDA-2022-P-1667-0001_Citizen_Petition_from_Chem_IQ_FZCO.pdf,7/25/22,Chem IQ FZCO,2022
FDA-2022-P-1668-0001_Citizen_Petition_from_Akin_Gump_Strauss_Hauer___Fe.pdf,"July 22, 2022",Akin Gump Strauss Hauer   Fe,2022
FDA-2022-P-1668-0012_Citizen_Petition_Supplemental_Materials_Letter_fro.pdf,"May 23, 2024",,2022
FDA-2022-P-1739-0001_Citizen_Petition_from_Fujian_Shengdi_Pharmaceutica.pdf,"July 28, 2022",Fujian Shengdi Pharmaceutica,2022
FDA-2022-P-1764-0001_Citizen_Petition_from_Charles_River_Laboratories__.pdf,"May 16, 2022",Charles River Laboratories,2022
FDA-2022-P-1785-0001_Citizen_Petition_from_Aurobindo_Pharma_USA__Inc_.pdf,"August 03, 2022",Aurobindo Pharma USA  Inc,2022
FDA-2022-P-1913-0003_Exhibits_A_through_F_re_Citizen_Petition_from_Siri.pdf,"May 17, 2021",Siri,2022
FDA-2022-P-3121-0001_Citizen_Petition_from_Karl_Guenther.pdf,12/6/22,Karl Guenther,2022
FDA-2022-P-3260-0004_Amended_Suitability_Petition_from_Noble_Pharma_LLC.pdf,,Noble Pharma LLC,2022
FDA-2023-P-0037-0001_Citizen_Petition_from_Karl_Guenther___Redacted.pdf,1/2/23,Karl Guenther   Redacted,2023
FDA-2023-P-0042-0001_Petition_for_Stay_of_Action_from_ZOLT__LLC.pdf,"December 29, 2022",ZOLT  LLC,2023
FDA-2023-P-0075-0001_Suitability_Petition_from_Mizner_Bioscience_LLC.pdf,"January 5, 2023",Mizner Bioscience LLC,2023
FDA-2023-P-0076-0001_Petition_for_Stay_of_Action_from_SMS_BZ__LLC.pdf,"December 26,2022",SMS BZ  LLC,2023
FDA-2023-P-0083-0001_Petition_for_Stay_of_Action_from_MYBAR__LLC.pdf,"December 27,2022",MYBAR  LLC,2023
FDA-2023-P-0087-0001_Petition_for_Stay_of_Action_from_Shenzhen_Yanyang_.pdf,"December 29, 2022",Shenzhen Yanyang,2023
FDA-2023-P-0092-0001_Suitability_Petition_from_Felix_Pharmaceuticals_Pv.pdf,"January 9, 2023",Felix Pharmaceuticals Pv,2023
FDA-2023-P-0101-0001_Suitability_Petition_from_Mizner_Bioscience__LLC.pdf,"January 09, 2023",Mizner Bioscience  LLC,2023
FDA-2023-P-0118-0003_Envelope_RE__Petition_for_Internal_Supervisory_Rev.pdf,1/12/23,"Thompson Hine, LLP on behalf of Freenoms, LLC",2023
FDA-2023-P-0120-0001_Citizen_Petition_from_Epic_Pharma_LLC.pdf,"January 10, 2023",Epic Pharma LLC,2023
FDA-2023-P-0127-0001_Citizen_Petition_from_Melinta_Therapeutics__LLC.pdf,"January 10, 2023",Melinta Therapeutics  LLC,2023
FDA-2023-P-0203-0001_Citizen_Petition_from_Najam_Azmat___Redacted.pdf,1/20/23,Najam Azmat   Redacted,2023
FDA-2023-P-0203-0003_Addendum_from_Najam_Azmat_RE_Citizen_Petition_from.pdf,03/08/2023,Najam Azmat RE Citizen Petition from,2023
FDA-2023-P-0232-0001_Citizen_Petition_from_Hyman__Phelps___McNamra__P_C.pdf,"January 20, 2023",Hyman  Phelps   McNamra  P C,2023
FDA-2023-P-0233-0001_Citizen_Petition_from_Soft_Lights_Foundation.pdf,"JANUARY 22, 2023",Soft Lights Foundation,2023
FDA-2023-P-0264-0001_Petition_for_Stay_of_Action_from_International_Sup.pdf,"January 18, 2023",International Sup,2023
FDA-2023-P-0265-0001_Citizen_Petition_from_Coalition_Advocating_for_Ade.pdf,"January 24, 2023",Coalition Advocating for Ade,2023
FDA-2023-P-0313-0001_Citizen_Petition_from_McDermott_Will___Emery__LLP.pdf,"January 25, 2023",McDermott Will   Emery  LLP,2023
FDA-2023-P-0342-0001_Citizen_Petition_from_Center_for_Science_in_the_Pu.pdf,"January 30, 2023",Center for Science in the Pu,2023
FDA-2023-P-0360-0001_Citizen_Petition_from_Coalition_Advocating_for_Ade.pdf,"January 31, 2023",Coalition Advocating for Ade,2023
FDA-2023-P-0362-0001_Petition_for_Stay_of_Action_from_NSTY_Worldwide_Sd.pdf,"January 25, 2023",NSTY Worldwide Sd,2023
FDA-2023-P-0422-0001_Citizen_Petition_from_Epstein_Becker___Green__P_C_.pdf,"February 6, 2023",Epstein Becker   Green  P C,2023
FDA-2023-P-0423-0001_Citizen_Petition_from_Kitchen_Concepts_Unlimited__.pdf,02/06/2023,Kitchen Concepts Unlimited,2023
FDA-2023-P-0686-0001_Petition_for_Stay_of_Action_from_Performance_Plus_.pdf,3/1/23,Performance Plus,2023
FDA-2023-P-2655-0001_Citizen_Petition_from_Epic_Pharma_LLC.pdf,"June 27, 2023",Epic Pharma LLC,2023
FDA-2023-P-2729-0001_Suitability_Petition_from_PETNET_Solutions__Inc_.pdf,"June 20, 2023",PETNET Solutions  Inc,2023
FDA-2024-P-0105-0001_Citizen_Petition_from_Graviti_Pharmaceuticals_Priv.pdf,1/5/24,Graviti Pharmaceuticals Private Limited,2024
FDA-2024-P-0109-0001_Citizen_Petition_from_Bausch_Lomb.pdf,1/8/24,Bausch+Lomb,2024
FDA-2024-P-0227-0001_Suitability_Petition_from_Zydus_Pharmaceuticals__U.pdf,"January 10, 2024",Zydus Pharmaceuticals  U,2024
FDA-2024-P-0279-0001_Stay_of_Action_Petition_from_Hyman__Phelps___McNam.pdf,1/16/24,Nautilus Gloves LLC,2024
FDA-2024-P-0422-0001_Suitablity_Petition_from_Method_Pharmaceuticals__L.pdf,"January 11, 2024",Method Pharmaceuticals  L,2024
FDA-2024-P-0422-0008_Suitability_Petition_Amendment_from_Method_Pharmac.pdf,"January 11, 2024",Method Pharmac,2024
FDA-2024-P-0422-0009_Suitability_Petition_Amendment_from_Method_Pharmac.pdf,"March 8, 2024",Method Pharmac,2024
FDA-2024-P-0425-0001_Suitability_Petition_from_RegCon_Solutions__LLC.pdf,"January 22, 2024",RegCon Solutions  LLC,2024
FDA-2024-P-0425-0006_Amended_Suitability_Petition_from_RegCon_Solutions.pdf,"February 8, 2024",RegCon Solutions,2024
FDA-2024-P-0427-0001_Suitability_Petition_from_DDReg_Pharma_Inc_.pdf,January 2024,DDReg Pharma Inc,2024
FDA-2024-P-0427-0005_Suitability_Petition_Amendment_from_DDReg_Pharma_I.pdf,February 2024,DDReg Pharma I,2024
FDA-2024-P-0435-0001_Suitability_Petition_from_Zydus_Pharmaceuticals__U.pdf,"January 22, 2024",Zydus Pharmaceuticals  U,2024
FDA-2024-P-0521-0001_Citizen_Petition_from_Kasowitz_Benson_Torres_LLP_o.pdf,1/26/24,Adventapharma Dwc Llc,2024
FDA-2024-P-0522-0001_Citizen_Petition_from_Kasowitz_Benson_Torres_LLP_o.pdf,1/26/24,Adventapharma Dwc Llc,2024
FDA-2024-P-0526-0001_Suitability_Petition_from_Lupin__Inc_.pdf,"January 26, 2024",Lupin  Inc,2024
FDA-2024-P-0545-0001_Suitability_Petition_from_HYMAN__PHELPS___MCNAMARA.pdf,"January 29, 2024",HYMAN  PHELPS   MCNAMARA,2024
FDA-2024-P-0666-0001_Petition_for_Stay_of_Action_from_Royal_Diamond_Imp.pdf,2/6/24,Royal Diamond Imports,2024
FDA-2024-P-0667-0001_Suitability_Petition_from_Lachman_Consultant_Servi.pdf,"February 5, 2024",Lachman Consultant Servi,2024
FDA-2024-P-0761-0001_Suitability_Petition_from_RegCon_Solutions_LLC.pdf,2/22/24,"Pharmobedient Consulting, Llc",2024
FDA-2024-P-0805-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,2/14/24,"Hyman, Phelps & Mcnamara, P.C.",2024
FDA-2024-P-0806-0001_Citizen_Petition_from_Center_for_Science_in_the_Pu.pdf,2/14/24,Center For Science In The Public Interest,2024
FDA-2024-P-0827-0001_Citizen_Petition_from_Aurobindo_Pharma_USA__Inc__.pdf,2/14/24,"Aurobindo Pharma Usa, Inc.,",2024
FDA-2024-P-0889-0001_Suitability_Petition_from_Aurora_Pharmaceutical__I.pdf,"February 19, 2024",Aurora Pharmaceutical  I,2024
FDA-2024-P-0973-0001_Citizen_Petition_from_Robin_Webb.pdf,2/26/24,Robin Webb,2024
FDA-2024-P-0973-0001_Citizen_Petition_from_Robin_Webb___Redacted.pdf,2/26/24,Robin Webb,2024
FDA-2024-P-1030-0001_Citizen_Petition_from_William_D__Drake___Redacted.pdf,2/29/24,William D. Drake,2024
FDA-2024-P-1058-0001_Citizen_Petition_from_Aimed_Alliance.pdf,3/1/24,Aimed Alliance,2024
FDA-2024-P-1130-0001_Citizen_Petition_from_Valisure.pdf,3/6/24,Valisure,2024
FDA-2024-P-1131-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,3/6/24,"Fresenius Kabi Usa, Llc",2024
FDA-2024-P-1223-0001_Citizen_Petition_from_Charles_Ludlam_Redacted.pdf,3/13/24,Charles Ludlam,2024
FDA-2024-P-1378-0001_Citizen_Petition_from_Organon_USA__LLC_Redacted.pdf,3/20/24,"Organon Usa, Llc",2024
FDA-2024-P-1379-0001_Citizen_Petition_from_Physicians_Committee_for_Res.pdf,3/20/24,Physicians Committee For Responsible Medicine,2024
FDA-2024-P-1380-0001_Citizen_Petition_from_Kohl_Harrington___Redacted.pdf,3/20/24,Kohl Harrington,2024
FDA-2024-P-1403-0001_Suitability_Petition_from_Pharmobedient_Consulting.pdf,"March 20, 2024",Pharmobedient Consulting,2024
FDA-2024-P-1440-0001_Citizen_Petition_from_pH_D_Feminine_Health__LLC.pdf,3/25/24,"Ph-D Feminine Health, Llc",2024
FDA-2024-P-1441-0001_Suitability_Petition_from_Epic_Pharma__LLC.pdf,"March 22, 2024",Epic Pharma  LLC,2024
FDA-2024-P-1441-0012_Suitability_Petition_Completeness_Assessment_Corre.pdf,"March 22, 2024",,2024
FDA-2024-P-1483-0001_Suitability_Petition_from_Hyman_Phelps_and_McNamar.pdf,"March 26, 2024",Hyman Phelps and McNamar,2024
FDA-2024-P-1483-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"March 26, 2024",Hyman Phelps and McNamar,2024
FDA-2024-P-1570-0001_Citizen_Petition_from_Bongards_Premium_Cheese.pdf,4/1/24,Bongards Premium Cheese,2024
FDA-2024-P-1570-0001_Citizen_Petition_from_Bongards_Premium_Cheese___Co.pdf,4/1/24,Bongards Premium Cheese,2024
FDA-2024-P-1570-0005_Amendment_to_Citizen_Petition_from_Bongards_Premiu.pdf,"October 17,2024",Bongards Premiu,2024
FDA-2024-P-1715-0001_Citizen_Petition_from_AbbVie_Inc_.pdf,4/5/24,Abbvie Inc.,2024
FDA-2024-P-1716-0001_Suitability_Petition_from_Aurora_Pharmaceutical__I.pdf,April 2024,Aurora Pharmaceutical  I,2024
FDA-2024-P-1717-0001_Citizen_Petition_from_Kohl_Harrington_Redacted.pdf,4/5/24,Kohl Harrington,2024
FDA-2024-P-1788-0001_Suitability_Petition_from_Pharmobedient_Consulting.pdf,"April 10, 2024",Pharmobedient Consulting,2024
FDA-2024-P-1810-0001_Suitability_Petition_from_Pharmobedient_Consulting.pdf,"April 10, 2024",Pharmobedient Consulting,2024
FDA-2024-P-1870-0001_Suitability_Petition_from_Newcastle_Bioscience__LL.pdf,"April 15, 2024",Newcastle Bioscience  LL,2024
FDA-2024-P-1871-0001_Citizen_Petition_from_Advanced_Accelerator_Applica.pdf,"April 12, 2024",Advanced Accelerator Applica,2024
FDA-2024-P-1913-0001_Citizen_Petition_from_Amivas__Inc_.pdf,April 2024,Amivas  Inc,2024
FDA-2024-P-1913-0001_Suitability_Petition_from_Amivas__Inc_.pdf,April 2024,Amivas  Inc,2024
FDA-2024-P-1916-0001_Citizen_Petition_from_Association_for_Truth_in_Pet.pdf,4/18/24,Association For Truth In Pet Food,2024
FDA-2024-P-1937-0001_Citizen_Petition_from_Kohl_Harrington_Redacted.pdf,"April 18, 2024",Kohl Harrington Redacted,2024
FDA-2024-P-1960-0001_Citizen_Petition_from_Kohl_Harrington_Redacted.pdf,"April 20, 2024",Kohl Harrington Redacted,2024
FDA-2024-P-1988-0001_Citizen_Petition_from_HealthyWomen.pdf,"April 22, 2024",HealthyWomen,2024
FDA-2024-P-2084-0001_Citizen_Petition_from_People_for_the_Ethical_Treat.pdf,"April 25, 2024",People for the Ethical Treat,2024
FDA-2024-P-2085-0001_Suitability_Petition_from_Hospira__Inc_.pdf,"April 26, 2024",Hospira  Inc,2024
FDA-2024-P-2148-0001_Citizen_Petition_from_Neşe_Devenot_Redacted.pdf,June 2024,Neşe Devenot Redacted,2024
FDA-2024-P-2151-0001_Citizen_Petition_from_UnidosUS.pdf,"May 7, 2024",UnidosUS,2024
FDA-2024-P-2215-0001_Citizen_Petition_from_Metaltronica_Spa.pdf,"October 28, 2024",Metaltronica Spa,2024
FDA-2024-P-2220-0001_Citizen_Petition_from_Encube_Ethicals_Private_Limi.pdf,"May 06, 2024",Encube Ethicals Private Limi,2024
FDA-2024-P-2242-0001_Citizen_Petition_from_David_Behar_Redacted.pdf,"April 28, 2024",David Behar Redacted,2024
FDA-2024-P-2272-0001_Citizen_Petition_from_Aurobindo_Pharma_USA__Inc_.pdf,"May 07, 2024",Aurobindo Pharma USA  Inc,2024
FDA-2024-P-2314-0001_Citizen_Petition_from_Aurobindo_Pharma_USA_Inc_.pdf,"May 09, 2024",Aurobindo Pharma USA  Inc,2024
FDA-2024-P-2314-0001_Citizen_Petition_from_Aurobindo_Pharma_USA__Inc_.pdf,"May 09, 2024",Aurobindo Pharma USA  Inc,2024
FDA-2024-P-2326-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"May 10, 2024",Hyman  Phelps   McNamara  P,2024
FDA-2024-P-2379-0001_Citizen_Petition_from_The_Humane_Society_of_the_Un.pdf,"May 15, 2024",The Humane Society of the Un,2024
FDA-2024-P-2461-0001_Citizen_Petition_from_Ho_Chunk__Inc__on_behalf_of_.pdf,"May 17, 2024",Ho Chunk  Inc  on behalf of,2024
FDA-2024-P-2482-0001_Citizen_Petition_from_Age_Reversal_Unity.pdf,05/07/2024,Age Reversal Unity,2024
FDA-2024-P-2513-0001_Citizen_Petition_from_Innogenix_LLC.pdf,"May 21, 2024",Innogenix  LLC,2024
FDA-2024-P-2513-0001_Citizen_Petition_from_Innogenix__LLC.pdf,"May 21, 2024",Innogenix  LLC,2024
FDA-2024-P-2514-0001_Citizen_Petition_from_Zydus_Pharmaceuticals__USA__.pdf,"May 22, 2024",Zydus Pharmaceuticals  USA,2024
FDA-2024-P-2515-0001_Citizen_Petition_from_Encube_Ethicals_Private_Limi.pdf,"May 22, 2024",Encube Ethicals Private Limi,2024
FDA-2024-P-2538-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"May 23, 2024",Hyman  Phelps   McNamara,2024
FDA-2024-P-2730-0001_Citizen_Petition_from_Kenneth_D__Eichenbaum.pdf,"June 2, 2024",Kenneth D  Eichenbaum,2024
FDA-2024-P-2752-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"June 6, 2024",Hyman  Phelps   McNamara,2024
FDA-2024-P-2753-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"June 6, 2024",Hyman  Phelps   McNamara,2024
FDA-2024-P-2757-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"June 6, 2024",Hyman  Phelps   McNamara,2024
FDA-2024-P-2758-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"June 6, 2024",Hyman  Phelps   McNamara,2024
FDA-2024-P-2778-0001_Suitability_Petition_from_Pharmobedient_Consulting.pdf,"June 07, 2024",Pharmobedient Consulting,2024
FDA-2024-P-2778-0007_Suitability_Petition_Amendment_from_Pharmobedient_.pdf,"June 28, 2024",Pharmobedient,2024
FDA-2024-P-2779-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"June 10, 2024",Hyman  Phelps   McNamara,2024
FDA-2024-P-2779-0010_Amendment_for_Suitability_Petition_from_Hyman__Phe.pdf,"June 10, 2024",Hyman  Phe,2024
FDA-2024-P-2843-0001_Citizen_Petition_from_Zach_Richardson_Redacted.pdf,,Zach Richardson Redacted,2024
FDA-2024-P-2846-0001_Petition_for_Reclassification_from_Pyrexar_Medical.pdf,"October 28, 2024",Pyrexar Medical,2024
FDA-2024-P-2846-0003_Petition_for_Reclassification_from_Pyrexar_Medical.pdf,"October 28, 2024",Pyrexar Medical,2024
FDA-2024-P-2885-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"June 17, 2024",Hyman  Phelps   McNamara,2024
FDA-2024-P-2909-0001_Suitability_Petition_from_Hyman__Phelps___McNamara.pdf,"June 17, 2024",Hyman  Phelps   McNamara,2024
FDA-2024-P-2932-0001_Suitability_Petition_from_Newcastle_Bioscience_LLC.pdf,"June 19, 2024",Newcastle Bioscience LLC,2024
FDA-2024-P-2933-0001_Citizen_Petition_from_Chobani_LLC.pdf,"June 18, 2024",Chobani LLC,2024
